city|location|price|bedrooms|bathrooms|size
Gujranwala|DHA 9 Town, DHA Defence|0|3|None|1125
Gujranwala|DHA Phase 4, DHA Defence|0|4|None|2250
Gujranwala|DHA Phase 7, DHA Defence|0|4|None|2250
Gujranwala|Paragon City - Woods Block, Paragon City|0|3|None|1125
Gujranwala|Aamir Town, Harbanspura|0|3|None|518
Gujranwala|DHA Phase 5, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 3, DHA Defence|0|8|None|9000
Gujranwala|DHA Phase 5, DHA Defence|0|5|None|4500
Gujranwala|Samanabad, Lahore|0|2|None|675
Gujranwala|Samanabad, Lahore|0|7|None|1575
Gujranwala|Samanabad, Lahore|0|8|None|1912
Gujranwala|Jail Road, Lahore|0|2|None|562
Gujranwala|Jail Road, Lahore|0|2|None|675
Gujranwala|Samanabad, Lahore|0|3|None|450
Gujranwala|Bahria Town - Jinnah Extension Block, Bahria Town - Sector E|0|1|None|405
Gujranwala|Park View City - Tulip Block, Park View City|0|4|None|1125
Gujranwala|DHA Phase 6, DHA Defence|0|5|None|4500
Gujranwala|Central Park - Block A, Central Park Housing Scheme|0|4|None|2250
Gujranwala|DHA Phase 6 - Block C, DHA Phase 6|0|5|None|4500
Gujranwala|DHA Phase 7, DHA Defence|0|5|None|4500
Gujranwala|DHA 11 Rahbar Phase 2 - Block F, DHA 11 Rahbar Phase 2|0|3|None|1125
Gujranwala|Bahria Town - Tulip Block, Bahria Town - Sector C|0|5|None|2250
Gujranwala|Bahria Town - Talha Block, Bahria Town - Sector E|0|5|None|2250
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|Bahria Town - Jasmine Block, Bahria Town - Sector C|0|5|None|2250
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|DHA Phase 6, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 7, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 6, DHA Defence|0|6|None|4500
Gujranwala|Mehar Fayaz Colony, Lahore|0|0|None|1800
Gujranwala|Al-Ahmad Garden Housing Scheme, GT Road|0|5|None|1125
Gujranwala|Samanabad, Lahore|0|3|None|518
Gujranwala|Samanabad, Lahore|0|3|None|675
Gujranwala|Samanabad, Lahore|0|3|None|450
Gujranwala|Samanabad, Lahore|0|5|None|900
Gujranwala|Samanabad, Lahore|0|4|None|900
Gujranwala|Samanabad, Lahore|0|4|None|675
Gujranwala|New Chauburji Park, Lahore|0|3|None|450
Gujranwala|Samanabad, Lahore|0|4|None|675
Gujranwala|DHA Phase 6, DHA Defence|0|5|None|4500
Gujranwala|Askari 10 - Sector C, Askari 10|0|5|None|2250
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|Park View City, Lahore|0|3|None|788
Gujranwala|DHA Phase 6, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 3 - Block Y, DHA Phase 3|0|4|None|9000
Gujranwala|Pak Arab Housing Society, Lahore|0|4|None|2250
Gujranwala|Valencia - Block H1, Valencia Housing Society|0|6|None|9000
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|DHA Phase 6 - Block A, DHA Phase 6|0|6|None|4500
Gujranwala|DHA 9 Town, DHA Defence|0|3|None|1125
Gujranwala|Al-Ahmad Garden Housing Scheme, GT Road|0|2|None|900
Gujranwala|Al-Ahmad Garden Housing Scheme, GT Road|0|4|None|1125
Gujranwala|Al-Ahmad Garden Housing Scheme, GT Road|0|4|None|1125
Gujranwala|Park View City, Lahore|0|4|None|1125
Gujranwala|Samanabad, Lahore|0|2|None|675
Gujranwala|Samanabad, Lahore|0|4|None|675
Gujranwala|Samanabad, Lahore|0|4|None|1125
Gujranwala|Samanabad, Lahore|0|5|None|1238
Gujranwala|Allama Iqbal Town, Lahore|0|5|None|1462
Gujranwala|Samanabad, Lahore|0|3|None|450
Gujranwala|Samanabad, Lahore|0|2|None|450
Gujranwala|Samanabad, Lahore|0|4|None|900
Gujranwala|Lake City, Raiwind Road|0|5|None|2250
Gujranwala|DHA Phase 6 - Block K, DHA Phase 6|0|6|None|9900
Gujranwala|Bahria Town - Sector C, Bahria Town|0|5|None|2250
Gujranwala|DHA Phase 6 - Block L, DHA Phase 6|0|5|None|4500
Gujranwala|Park View City, Lahore|0|5|None|2250
Gujranwala|Township, Lahore|0|7|None|4500
Gujranwala|Park View City, Lahore|0|5|None|2250
Gujranwala|Bahria Town - Sector E, Bahria Town|0|1|None|495
Gujranwala|DHA Phase 7 - Block Y, DHA Phase 7|0|4|None|2250
Gujranwala|Bahria Orchard, Lahore|0|3|None|1125
Gujranwala|DHA Phase 6 - Block D, DHA Phase 6|0|6|None|4500
Gujranwala|DHA Phase 6, DHA Defence|0|4|None|2250
Gujranwala|State Life Phase 1 - Block D, State Life Housing Phase 1|0|5|None|4500
Gujranwala|DHA Phase 6, DHA Defence|0|6|None|4500
Gujranwala|DHA Phase 8 - Block Q, DHA Phase 8|0|2|None|1012
Gujranwala|DHA 9 Town, DHA Defence|0|3|None|1125
Gujranwala|Bahria Town - Nishtar Block, Bahria Town - Sector E|0|1|None|675
Gujranwala|Samanabad, Lahore|0|3|None|450
Gujranwala|DHA Phase 6 - Block E, DHA Phase 6|0|3|None|1125
Gujranwala|Samanabad, Lahore|0|4|None|900
Gujranwala|Samanabad, Lahore|0|2|None|405
Gujranwala|Samanabad, Lahore|0|6|None|1395
Gujranwala|Samanabad, Lahore|0|3|None|562
Gujranwala|Samanabad, Lahore|0|2|None|810
Gujranwala|Samanabad, Lahore|0|3|None|788
Gujranwala|Bankers Avenue Cooperative Housing Society, Lahore|0|5|None|4500
Gujranwala|Park View City - Executive Block, Park View City|0|4|None|1125
Gujranwala|DHA Phase 6 - Block C, DHA Phase 6|0|5|None|4500
Gujranwala|DHA Phase 7, DHA Defence|0|5|None|4500
Gujranwala|Bahria Town - Sector C, Bahria Town|0|5|None|2250
Gujranwala|Bahria Town - Gulbahar Block, Bahria Town - Sector C|0|5|None|2250
Gujranwala|Judicial Colony Phase 3, Judicial Colony|0|5|None|4500
Gujranwala|Al Hafeez Gardens, GT Road|0|3|None|788
Gujranwala|Park View City - Crystal Block, Park View City|0|4|None|1125
Gujranwala|Bahria Orchard, Lahore|0|4|None|1800
Gujranwala|DHA Phase 6, DHA Defence|0|5|None|4500
Gujranwala|DHA Phase 6, DHA Defence|0|5|None|4500
Gujranwala|Park View City, Lahore|0|5|None|2250
Gujranwala|DHA Phase 8 - Ex Air Avenue, DHA Phase 8|0|4|None|2250
Gujranwala|DHA 9 Town - Block B, DHA 9 Town|0|3|None|1125
Gujranwala|DHA 11 Rahbar Phase 1 - Block D, DHA 11 Rahbar Phase 1|0|4|None|2250
Gujranwala|DHA 11 Rahbar Phase 2, DHA 11 Rahbar|0|3|None|1125
Gujranwala|Samanabad, Lahore|0|4|None|675
Gujranwala|Samanabad, Lahore|0|7|None|2250
Gujranwala|Samanabad, Lahore|0|6|None|1845
Gujranwala|Samanabad, Lahore|0|3|None|900
Gujranwala|Samanabad, Lahore|0|3|None|675
Gujranwala|Samanabad, Lahore|0|3|None|900
Gujranwala|Samanabad, Lahore|0|4|None|900
Gujranwala|Samanabad, Lahore|0|4|None|900
Islamabad|Naya Nazimabad - Block D, Naya Nazimabad|0|4|None|1080
Islamabad|Askari 5 - Sector J, Askari 5|0|5|None|3375
Islamabad|Askari 6, Malir Cantonment|0|5|None|3375
Islamabad|Bahria Hills, Bahria Town Karachi|0|3|None|4500
Islamabad|Bahria Town - Precinct 10-A, Bahria Town Karachi|0|3|None|1800
Islamabad|Crown Heights, Gulshan-e-Iqbal - Block 4|0|3|None|1701
Islamabad|North Karachi - Sector 9, North Karachi|0|4|None|1080
Islamabad|Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal|0|8|None|3600
Islamabad|North Nazimabad - Block J, North Nazimabad|0|3|None|1098
Islamabad|Gulistan-e-Jauhar, Karachi|0|4|None|2403
Islamabad|Bahria Town - Precinct 11-A, Bahria Town - Precinct 11|0|3|None|1800
Islamabad|Bahria Town - Precinct 27, Bahria Town Karachi|0|3|None|2115
Islamabad|Al Hamra Society, Gulshan-e-Iqbal Town|0|5|None|4320
Islamabad|KDA Scheme 1 Extension, Karachi|0|5|None|5400
Islamabad|Amir Khusro, Karachi|0|6|None|2025
Islamabad|Amir Khusro, Karachi|0|4|None|2340
Islamabad|Amir Khusro, Karachi|0|5|None|2610
Islamabad|North Nazimabad - Block L, North Nazimabad|0|3|None|1440
Islamabad|Gulshan-e-Kaneez Fatima - Block 1, Gulshan-e-Kaneez Fatima|0|3|None|1350
Islamabad|Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar|0|2|None|747
Islamabad|Al Hamra Society, Gulshan-e-Iqbal Town|0|4|None|2700
Islamabad|Al Hamra Society, Gulshan-e-Iqbal Town|0|5|None|5400
Islamabad|Amir Khusro, Karachi|0|3|None|1575
Islamabad|Gulistan-e-Jauhar, Karachi|0|3|None|2403
Islamabad|Gulistan-e-Jauhar, Karachi|0|8|None|3600
Islamabad|Naya Nazimabad - Block D, Naya Nazimabad|0|4|None|1080
Islamabad|Askari 5 - Sector J, Askari 5|0|5|None|3375
Islamabad|Askari 6, Malir Cantonment|0|5|None|3375
Islamabad|Bahria Hills, Bahria Town Karachi|0|3|None|4500
Islamabad|Bahria Town - Precinct 10-A, Bahria Town Karachi|0|3|None|1800
Islamabad|Crown Heights, Gulshan-e-Iqbal - Block 4|0|3|None|1701
Islamabad|North Karachi - Sector 9, North Karachi|0|4|None|1080
Islamabad|Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal|0|8|None|3600
Islamabad|North Nazimabad - Block J, North Nazimabad|0|3|None|1098
Islamabad|Gulistan-e-Jauhar, Karachi|0|4|None|2403
Islamabad|Bahria Town - Precinct 11-A, Bahria Town - Precinct 11|0|3|None|1800
Islamabad|Bahria Town - Precinct 27, Bahria Town Karachi|0|3|None|2115
Islamabad|Al Hamra Society, Gulshan-e-Iqbal Town|0|5|None|4320
Islamabad|KDA Scheme 1 Extension, Karachi|0|5|None|5400
Islamabad|Amir Khusro, Karachi|0|6|None|2025
Islamabad|Amir Khusro, Karachi|0|4|None|2340
Islamabad|Amir Khusro, Karachi|0|5|None|2610
Islamabad|North Nazimabad - Block L, North Nazimabad|0|3|None|1440
Islamabad|Gulshan-e-Kaneez Fatima - Block 1, Gulshan-e-Kaneez Fatima|0|3|None|1350
Islamabad|Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar|0|2|None|747
Islamabad|Al Hamra Society, Gulshan-e-Iqbal Town|0|4|None|2700
Islamabad|Al Hamra Society, Gulshan-e-Iqbal Town|0|5|None|5400
Islamabad|Amir Khusro, Karachi|0|3|None|1575
Islamabad|Gulistan-e-Jauhar, Karachi|0|3|None|2403
Islamabad|Gulistan-e-Jauhar, Karachi|0|8|None|3600
Islamabad|Bahria Sports City, Bahria Town Karachi|0|4|None|3150
Islamabad|Bahria Paradise, Bahria Town Karachi|0|5|None|4500
Islamabad|Bahria Town - Precinct 35, Bahria Sports City|0|5|None|3150
Islamabad|Bahria Town - Precinct 12, Bahria Town Karachi|0|4|None|1125
Islamabad|Navy Housing Scheme Zamzama, Zamzama|0|5|None|3150
Islamabad|Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal|0|3|None|1503
Islamabad|Shah Faisal Town, Karachi|0|2|None|765
Islamabad|Al Ghaffar Nagori City, Shah Faisal Town|0|2|None|765
Islamabad|Saadi Town, Scheme 33|0|4|None|1080
Islamabad|Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar|0|3|None|3600
Islamabad|Bahria Town - Precinct 31, Bahria Town Karachi|0|3|None|2115
Islamabad|Bahria Paradise - Precinct 51, Bahria Paradise|0|5|None|4500
Islamabad|Dhoraji Colony, Gulshan-e-Iqbal Town|0|9|None|1440
Islamabad|Falcon Complex New Malir, Malir|0|4|None|3150
Islamabad|Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal|0|5|None|1080
Islamabad|Gulshan-e-Iqbal - Block 9, Gulshan-e-Iqbal|0|7|None|5400
Islamabad|KDA Overseas Bungalows, Gulistan-e-Jauhar|0|8|None|2394
Islamabad|Dhoraji Colony, Gulshan-e-Iqbal Town|0|3|None|1440
Islamabad|Dhoraji Colony, Gulshan-e-Iqbal Town|0|3|None|1485
Islamabad|Dhoraji Colony, Gulshan-e-Iqbal Town|0|3|None|1485
Islamabad|Falcon Complex New Malir, Malir|0|5|None|4500
Islamabad|Falcon Complex New Malir, Malir|0|4|None|3150
Islamabad|Falcon Complex New Malir, Malir|0|5|None|4500
Islamabad|Falcon Complex New Malir, Malir|0|4|None|3150
Islamabad|Falcon Complex New Malir, Malir|0|5|None|4500
Islamabad|Navy Housing Scheme Zamzama, Zamzama|0|6|None|4500
Islamabad|Navy Housing Scheme Karsaz, Karachi|0|5|None|3600
Islamabad|Jakvani Heights, DHA City - Sector 3|0|2|None|711
Islamabad|Askari 5 - Sector J, Askari 5|0|3|None|2700
Islamabad|Askari 5 - Sector J, Askari 5|0|3|None|2799
Islamabad|KAECHS - Block 9, Karachi Administration Employees Society|0|2|None|1800
Islamabad|Gulshan-e-Iqbal - Block 4, Gulshan-e-Iqbal|0|8|None|3600
Islamabad|Saadi Town - Block 4, Saadi Town|0|4|None|1080
Islamabad|Shaheed Millat Road, Karachi|0|3|None|1701
Islamabad|Lateef Duplex Luxuria, Scheme 33 - Sector 35-A|0|4|None|2700
Islamabad|Bahria Heights, Bahria Town Karachi|0|2|None|1098
Islamabad|Falcon Complex New Malir, Malir|0|4|None|3150
Islamabad|North Karachi - Sector 10, North Karachi|0|4|None|1080
Islamabad|North Karachi - Sector 11-C/3, North Karachi|0|6|None|1080
Islamabad|North Karachi - Sector 8, North Karachi|0|8|None|1080
Islamabad|Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal|0|8|None|3600
Islamabad|Gulshan-e-Kaneez Fatima - Block 4, Gulshan-e-Kaneez Fatima|0|4|None|3600
Islamabad|Falcon Complex New Malir, Malir|0|4|None|3150
Islamabad|Jamshed Road, Karachi|0|2|None|954
Islamabad|Jamshed Road, Karachi|0|2|None|1098
Islamabad|Jamshed Road, Karachi|0|3|None|1197
Islamabad|Lakhani Fantasia, Scheme 33|0|2|None|981
Islamabad|Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar|0|3|None|3600
Islamabad|Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar|0|7|None|3942
Islamabad|Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar|0|3|None|1701
Islamabad|Askari 5 - Sector J, Askari 5|0|5|None|3375
Islamabad|Bahria Town - Precinct 6, Bahria Town Karachi|0|5|None|2448
Islamabad|Bahria Town - Ali Block, Bahria Town - Precinct 12|0|3|None|1125
Islamabad|Emaar Panorama, DHA Phase 8|0|4|None|3519
Islamabad|DHA Phase 8, DHA Defence|0|6|None|4500
Islamabad|Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal|0|3|None|3600
Islamabad|DHA Phase 8, DHA Defence|0|6|None|9000
Islamabad|Bahria Town - Ali Block, Bahria Town - Precinct 12|0|3|None|1125
Islamabad|Punjab Colony, Karachi|0|3|None|990
Islamabad|Gulshan-e-Iqbal - Block 13/D-3, Gulshan-e-Iqbal|0|3|None|1296
Islamabad|Falcon Complex New Malir, Malir|0|5|None|4500
Islamabad|Gulzar-e-Hijri, Scheme 33|0|3|None|1296
Islamabad|Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal|0|9|None|2160
Islamabad|Lakhani Presidency, Rashid Minhas Road|0|4|None|3600
Islamabad|North Nazimabad - Block D, North Nazimabad|0|3|None|1440
Islamabad|Callachi Cooperative Housing Society, Karachi|0|2|None|1197
Islamabad|Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal|0|3|None|2403
Islamabad|Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar|0|4|None|2304
Islamabad|Capital Cooperative Housing Society, Scheme 33 - Sector 35-A|0|4|None|1080
Islamabad|Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar|0|3|None|1602
Islamabad|Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal|0|7|None|2160
Islamabad|Saima Royal Residency, Rashid Minhas Road|0|3|None|1701
Islamabad|Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar|0|3|None|1746
Islamabad|Callachi Cooperative Housing Society, Karachi|0|2|None|1647
Islamabad|Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal|0|3|None|2403
Islamabad|Bahria Town - Ali Block, Bahria Town - Precinct 12|0|3|None|1125
Islamabad|DHA Phase 8 - Zone A, DHA Phase 8|0|6|None|9000
Islamabad|DHA Phase 2 Extension, DHA Defence|0|6|None|9000
Islamabad|DHA Phase 8, DHA Defence|0|7|None|4500
Islamabad|HMR Waterfront, DHA Phase 8|0|1|None|882
Islamabad|Clifton - Block 5, Clifton|0|3|None|1800
Islamabad|Bahria Town - Precinct 11-B, Bahria Town - Precinct 11|0|3|None|1125
Islamabad|DHA Phase 8 - Zone A, DHA Phase 8|0|8|None|9000
Islamabad|PECHS Block 2, PECHS|0|3|None|1728
Islamabad|PECHS Block 2, PECHS|0|3|None|1728
Islamabad|Bahria Paradise - Precinct 51, Bahria Paradise|0|5|None|4500
Islamabad|Bahria Town - Precinct 9, Bahria Town Karachi|0|5|None|4500
Islamabad|Gulshan-e-Iqbal - Block 10, Gulshan-e-Iqbal|0|3|None|2403
Islamabad|Chapal Courtyard, Karachi|0|2|None|1053
Islamabad|Gulistan-e-Jauhar - Block 19, Gulistan-e-Jauhar|0|2|None|756
Islamabad|Kings Cottages, Gulistan-e-Jauhar - Block 7|0|3|None|1296
Islamabad|Gulistan-e-Jauhar - Block 17, Gulistan-e-Jauhar|0|2|None|999
Islamabad|Saima Royal Residency, Rashid Minhas Road|0|2|None|1197
Islamabad|Saima Royal Residency, Rashid Minhas Road|0|3|None|1701
Islamabad|Callachi Cooperative Housing Society, Karachi|0|3|None|1998
Islamabad|North Nazimabad - Block H, North Nazimabad|0|3|None|2097
Islamabad|North Nazimabad - Block H, North Nazimabad|0|6|None|2097
Islamabad|Nazimabad - Block 5C, Nazimabad|0|2|None|846
Islamabad|Bahadurabad, Gulshan-e-Iqbal Town|0|3|None|1800
Islamabad|Bahria Town - Precinct 8, Bahria Town Karachi|0|2|None|729
Islamabad|HMR Waterfront, DHA Phase 8|0|2|None|1359
Islamabad|Askari 5 - Sector J, Askari 5|0|4|None|3303
Islamabad|Askari 5, Malir Cantonment|0|3|None|3024
Islamabad|Harmain Royal Residency, Gulshan-e-Iqbal Town|0|3|None|1557
Islamabad|Rashid Minhas Road, Karachi|0|4|None|2601
Islamabad|DHA Phase 8 - Zone B, DHA Phase 8|0|4|None|900
Islamabad|Askari 5, Malir Cantonment|0|4|None|2997
Islamabad|North Karachi - Sector 11B, North Karachi|0|0|None|720
Islamabad|Sanober Twin Tower, Saadi Road|0|3|None|1701
Islamabad|Tulip Tower, Saadi Road|0|3|None|2250
Islamabad|Bahria Town - Precinct 1, Bahria Town Karachi|0|3|None|2448
Islamabad|Bahria Heights, Bahria Town Karachi|0|2|None|1098
Islamabad|Saadi Town, Scheme 33|0|4|None|1080
Islamabad|Gulistan-e-Jauhar, Karachi|0|4|None|1080
Islamabad|Capital Cooperative Housing Society, Scheme 33 - Sector 35-A|0|6|None|2160
Islamabad|Saadi Town - Block 5, Saadi Town|0|6|None|2160
Islamabad|Saadi Garden - Block 5, Saadi Garden|0|4|None|1080
Islamabad|Bahria Town - Precinct 6, Bahria Town Karachi|0|4|None|2448
Islamabad|Bahria Town - Precinct 8, Bahria Town Karachi|0|4|None|2448
Islamabad|Bahria Town - Precinct 8, Bahria Town Karachi|0|0|None|468
Islamabad|Bahria Town - Precinct 6, Bahria Town Karachi|0|3|None|2448
Islamabad|Bahria Hills, Bahria Town Karachi|0|0|None|4500
Islamabad|Bahria Town - Ali Block, Bahria Town - Precinct 12|0|3|None|1125
Islamabad|DHA Phase 5, DHA Defence|0|3|None|1197
Islamabad|Shaheed-e-Millat Expressway, Karachi|0|3|None|1701
Islamabad|Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal|0|6|None|1080
Islamabad|Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar|0|3|None|1602
Islamabad|DHA Phase 6, DHA Defence|0|7|None|9000
Islamabad|DHA Phase 8 - Zone A, DHA Phase 8|0|6|None|4500
Islamabad|Bahria Town Karachi, Karachi|0|5|None|4500
Islamabad|Central Information Cooperative Housing Society, Scheme 33|0|6|None|1080
Islamabad|DHA Phase 2, DHA Defence|0|5|None|4500
Islamabad|Naya Nazimabad, Karachi|0|3|None|1773
Islamabad|Emaar Pearl Towers, Emaar Crescent Bay|0|3|None|2448
Islamabad|Federal B Area - Block 10, Federal B Area|0|8|None|1800
Islamabad|Bahria Paradise - Precinct 51, Bahria Paradise|0|5|None|4500
Islamabad|Bahria Town - Precinct 1, Bahria Town Karachi|0|4|None|2448
Islamabad|Pilibhit Cooperative Housing Society, Scheme 33 - Sector 18-A|0|4|None|1080
Islamabad|Bahadurabad, Gulshan-e-Iqbal Town|0|4|None|2475
Islamabad|Falaknaz Presidency, Malir|0|3|None|1503
Islamabad|Bahria Town - Precinct 14, Bahria Town Karachi|0|0|None|1125
Islamabad|Defence Skyline, Shaheed-e-Millat Expressway|0|2|None|1098
Islamabad|DHA Phase 5, DHA Defence|0|2|None|1152
Islamabad|North Nazimabad - Block F, North Nazimabad|0|9|None|9900
Islamabad|North Nazimabad - Block H, North Nazimabad|0|8|None|1854
Islamabad|DHA Phase 7, DHA Defence|0|4|None|2070
Islamabad|Federal B Area - Block 21, Federal B Area|0|3|None|954
Islamabad|DHA Phase 4, DHA Defence|0|3|None|1746
Islamabad|DHA Phase 5, DHA Defence|0|4|None|1998
Islamabad|DHA Phase 5, DHA Defence|0|3|None|2196
Islamabad|Falcon Complex New Malir, Malir|0|5|None|4500
Islamabad|Bahria Apartments, Bahria Town Karachi|0|2|None|954
Islamabad|Bahria Town - Ali Block, Bahria Town - Precinct 12|0|3|None|1125
Islamabad|Falcon Complex New Malir, Malir|0|4|None|3150
Islamabad|Bahria Town - Precinct 19, Bahria Town Karachi|0|2|None|954
Islamabad|DHA Phase 7, DHA Defence|0|6|None|5130
Islamabad|Scheme 33, Karachi|0|2|None|999
Islamabad|Scheme 33, Karachi|0|2|None|999
Islamabad|Bahria Town - Precinct 27, Bahria Town Karachi|0|3|None|2115
Islamabad|Bahria Town - Precinct 1, Bahria Town Karachi|0|5|None|2250
Islamabad|Bahria Town - Precinct 8, Bahria Town Karachi|0|5|None|2448
Islamabad|Bahria Town - Ali Block, Bahria Town - Precinct 12|0|3|None|1125
Islamabad|Shah Faisal Town, Karachi|0|2|None|765
Islamabad|Al Ghaffar Nagori City, Shah Faisal Town|0|2|None|900
Islamabad|Al Ghaffar Nagori City, Shah Faisal Town|0|1|None|360
Islamabad|KN Gohar Green City - Overseas Block, KN Gohar Green City|0|2|None|684
Islamabad|Gulistan-e-Jauhar - Block 18, Gulistan-e-Jauhar|0|3|None|1899
Islamabad|Pilibhit Cooperative Housing Society, Scheme 33 - Sector 18-A|0|8|None|2160
Islamabad|Capital Cooperative Housing Society, Scheme 33 - Sector 35-A|0|4|None|1080
Islamabad|Capital Cooperative Housing Society, Scheme 33 - Sector 35-A|0|6|None|2160
Islamabad|Saadi Town - Block 2, Saadi Town|0|6|None|2160
Islamabad|Capital Cooperative Housing Society, Scheme 33 - Sector 35-A|0|6|None|2160
Islamabad|Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal|0|3|None|2160
Islamabad|Federal B Area - Block 15, Federal B Area|0|3|None|1080
Islamabad|Federal B Area - Block 15, Federal B Area|0|3|None|1080
Islamabad|Bahria Paradise - Precinct 51, Bahria Paradise|0|5|None|4500
Islamabad|Bahria Heights, Bahria Town Karachi|0|2|None|1098
Islamabad|Bahria Apartments, Bahria Town Karachi|0|2|None|954
Islamabad|Bahria Town - Precinct 31, Bahria Town Karachi|0|3|None|2115
Islamabad|Bahria Sports City, Bahria Town Karachi|0|4|None|3150
Islamabad|DHA Phase 6, DHA Defence|0|5|None|4500
Islamabad|Emaar Crescent Bay, DHA Phase 8|0|4|None|3600
Islamabad|DHA Phase 6, DHA Defence|0|6|None|9000
Islamabad|DHA Phase 6, DHA Defence|0|6|None|9000
Islamabad|DHA Phase 6, DHA Defence|0|6|None|9000
Islamabad|Bahria Town - Ali Block, Bahria Town - Precinct 12|0|3|None|1125
Islamabad|Askari 5 - Sector J, Askari 5|0|3|None|2601
Islamabad|Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar|0|3|None|1251
Islamabad|Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar|0|6|None|2160
Islamabad|Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar|0|2|None|1098
Islamabad|KAECHS - Block 8, Karachi Administration Employees Society|0|2|None|900
Islamabad|PECHS Block 6, PECHS|0|3|None|2250
Islamabad|Saadi Town, Scheme 33|0|6|None|2160
Islamabad|Saadi Town - Block 5, Saadi Town|0|4|None|1080
Islamabad|Saadi Town - Block 4, Saadi Town|0|4|None|1080
Islamabad|Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar|0|3|None|1530
Islamabad|Bahadurabad, Gulshan-e-Iqbal Town|0|4|None|2475
Islamabad|Gulistan-e-Jauhar - Block 10, Gulistan-e-Jauhar|0|3|None|1350
Islamabad|Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar|0|3|None|1530
Islamabad|Gulshan-e-Iqbal - Block 13/D, Gulshan-e-Iqbal|0|3|None|2160
Islamabad|Navy Housing Scheme Karsaz, Karachi|0|5|None|3501
Islamabad|Navy Housing Scheme Karsaz, Karachi|0|5|None|3150
Islamabad|Navy Housing Scheme Karsaz, Karachi|0|5|None|3150
Islamabad|Gwalior Cooperative Housing Society, Scheme 33|0|6|None|2160
Islamabad|Falcon Complex New Malir, Malir|0|5|None|4500
Islamabad|Sea View Apartments, Karachi|0|3|None|2700
Islamabad|PECHS, Jamshed Town|0|3|None|1602
Islamabad|Shaheed Millat Road, Karachi|0|2|None|1053
Islamabad|Federal B Area - Block 12, Federal B Area|0|2|None|954
Islamabad|Gulshan-e-Iqbal - Block 13-D2, Gulshan-e-Iqbal|0|11|None|1440
Islamabad|Askari 5 - Sector J, Askari 5|0|5|None|3375
Islamabad|Askari 5, Malir Cantonment|0|4|None|2997
Islamabad|KAECHS - Block 8, Karachi Administration Employees Society|0|3|None|1800
Islamabad|Gulshan-e-Maymar - Sector Y, Gulshan-e-Maymar|0|3|None|900
Islamabad|Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar|0|6|None|2160
Islamabad|Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar|0|9|None|2700
Islamabad|Gulistan-e-Jauhar - Block 13, Gulistan-e-Jauhar|0|3|None|1449
Islamabad|Gulshan-e-Iqbal - Block 13/D, Gulshan-e-Iqbal|0|4|None|2160
Islamabad|Gulistan-e-Jauhar - Block 11, Gulistan-e-Jauhar|0|3|None|1125
Islamabad|Federal B Area - Block 4, Federal B Area|0|9|None|9000
Islamabad|Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal|0|3|None|2250
Islamabad|Fatima Golf Residency, Gulistan-e-Jauhar|0|3|None|1746
Islamabad|Metroville 3, Metroville|0|4|None|2160
Islamabad|Askari 5 - Sector H, Askari 5|0|4|None|3249
